#['../main.py', '--dataset=dice', '--epochs=100', '--batch-size=8', '--lr=5e-4', '--save-onnx', '--oracle-steps=70', '--oracle-restarts=50', '--constraint=OppositeFaces', '--experiment-name=OppositeFaces', '--save-imgs', '--logic=DL2']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Metric,Train-C-Acc,Train-C-Sec,Test-P-Loss,Test-R-Loss,Test-C-Loss,Test-P-Metric,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.204255945542279,0.0,0.0012311121339307113,0.47303929048426013,1.0,0.22058823529411764,0.0,39.44965195655823
1,0.6972268609439626,0.0,0.0,1.016616940498352,0.9833831191062927,0.49325982262106505,1.0,1.0,4.189668543198529,0.0,0.008338247151935803,0.4754902334774242,1.0,0.0,87.86165356636047,39.40186047554016
2,0.6943952897015739,4.158286682307816e-09,0.00016939051120596772,1.0302960872650146,0.9697039127349854,0.49877452850341797,0.9963235294117647,0.9926470588235294,4.151476242963006,0.0,0.021021764068042532,0.5147058823529411,1.0,0.0,87.79839515686035,39.5318329334259
3,0.6908449285170611,3.172296761904898e-06,0.0013455917291781481,1.0354387760162354,0.9645612835884094,0.5263481140136719,0.9852941176470589,0.9632352941176471,4.136024026309743,0.0,0.013241844142184538,0.5294118208043715,1.0,0.0,87.88216853141785,39.83221411705017
4,0.6877265817978803,8.183314040412797e-06,0.0013466367826742284,1.0454713106155396,0.9545286297798157,0.5545342950259938,0.9889705882352942,0.9705882352941176,4.110258214613971,0.0,0.023864761871450087,0.5294117647058824,1.0,0.0,88.39249420166016,39.41649889945984
5,0.6840957192813649,1.3546961674685863e-05,0.0008544335141777992,1.0578519105911255,0.9421480894088745,0.5667892904842601,0.9889705882352942,0.9779411764705882,4.08356700224035,0.0,0.017839487861184514,0.5171568814445945,1.0,0.0,87.81499147415161,39.43491220474243
6,0.6811506607953239,2.9993051772608477e-05,0.0011692150112460641,1.0677034854888916,0.9322965145111084,0.5704657049740062,0.9779411764705882,0.9558823529411765,4.06856985653148,0.0,0.014585628229029039,0.5441177031573128,1.0,0.014705882352941176,88.58828806877136,39.56512689590454
7,0.6739822836483226,2.4243283619665925e-05,0.0006004647516152438,1.0727795362472534,0.9272204637527466,0.604166591868681,0.9742647058823529,0.9411764705882353,4.018831140854779,3.822983725352542e-06,0.027175061842974496,0.5710784687715418,0.9852941176470589,0.014705882352941176,87.46908569335938,39.59664535522461
8,0.6644014470717486,4.1841395774527505e-05,0.000988264403799001,1.074912667274475,0.9250873923301697,0.6109068814445945,0.9816176470588235,0.9375,3.983652451459099,7.324967608677552e-07,0.023890447967192707,0.583333408131319,0.9852941176470589,0.0,87.28792762756348,39.42366123199463
9,0.6546621883616728,1.8947302391204765e-05,0.0014635366113746866,1.0802972316741943,0.91970294713974,0.647058879627901,0.9852941176470589,0.9301470588235294,3.9207620059742645,3.634312409250175e-05,0.0221978881779839,0.5808824090396657,0.9411764705882353,0.0,87.85500717163086,39.27077317237854
10,0.6355577917659984,6.981053636135424e-05,0.0013118498027324677,1.0834743976593018,0.9165255427360535,0.664215648875517,0.9669117647058824,0.9338235294117647,3.815301782944623,1.3017243712537867e-05,0.030071724863613352,0.6053921755622415,0.9852941176470589,0.04411764705882353,88.18394446372986,39.35542058944702
11,0.6250228320851046,3.3982224789831566e-05,0.0010737381218110815,1.0829120874404907,0.9170880913734436,0.655637124005486,0.9779411764705882,0.9191176470588235,3.752902535831227,0.00010696376728660921,0.02093253766789156,0.6029411764705882,0.9558823529411765,0.058823529411764705,87.02483654022217,39.485188245773315
12,0.6091503816492417,4.4346335070098144e-05,0.000761783736593583,1.084230899810791,0.9157690405845642,0.6783089357263902,0.9779411764705882,0.9227941176470589,3.664366778205423,0.0005130645654657308,0.03342988210565904,0.6372548832612879,0.8970588235294118,0.04411764705882353,88.080726146698,39.32965040206909
13,0.5919854781206917,0.00013681287493775874,0.0021208800813731026,1.0763667821884155,0.9236331582069397,0.6917892343857709,0.9705882352941176,0.8786764705882353,3.604710747213925,0.00014568883103921134,0.0177494673167958,0.6446078244377585,0.9705882352941176,0.14705882352941177,87.49894213676453,39.17927646636963
14,0.5748855366426355,2.9756358879453994e-05,0.0003524518517010352,1.0736445188522339,0.9263554215431213,0.6966912325690774,0.9816176470588235,0.9191176470588235,3.5337394265567554,4.154748817467514e-05,0.020315580508288217,0.6568627637975356,0.9705882352941176,0.1323529411764706,86.91796445846558,39.66393232345581
15,0.562284974490895,9.518104386241997e-05,0.00079418855774052,1.0816822052001953,0.9183177947998047,0.7181372923009536,0.9852941176470589,0.9448529411764706,3.436448938706342,0.00018174977808752481,0.0401679137173821,0.6544118208043715,0.9558823529411765,0.014705882352941176,88.66743183135986,39.48934578895569
16,0.5418999054852653,0.00010215843041591784,0.0016870540292824015,1.0793474912643433,0.920652449131012,0.7450980018166935,0.9595588235294118,0.9007352941176471,3.350473964915556,3.986091435174732e-05,0.03390659654841704,0.6985294117647058,0.9411764705882353,0.04411764705882353,88.64082908630371,39.358869314193726
17,0.5231512294096106,3.309511606964995e-05,0.0017116459853508893,1.080958604812622,0.9190413951873779,0.7450981140136719,0.9926470588235294,0.9375,3.328950320973116,4.2146927786662295e-05,0.03411819654352525,0.7132352941176471,0.9558823529411765,0.014705882352941176,87.69653940200806,39.67584276199341
18,0.5070072622860179,0.0002760776482960757,0.001469089266131906,1.0850106477737427,0.9149893522262573,0.7628676470588235,0.9705882352941176,0.9154411764705882,3.334604599896599,0.0009408524150357527,0.05058544172960169,0.7034314099480125,0.9558823529411765,0.014705882352941176,88.14052200317383,39.957475662231445
19,0.49176962235394645,0.00011664959054221126,0.003404519575483659,1.0873342752456665,0.9126657247543335,0.7794118208043715,0.9816176470588235,0.9448529411764706,3.1269313587861904,3.967377329793046e-05,0.030455368406632367,0.7132352941176471,0.9852941176470589,0.11764705882352941,87.74542045593262,39.28272795677185
20,0.4693155849681181,7.034293101990924e-06,0.00036213755169335534,1.0790740251541138,0.9209259748458862,0.7800245846019072,0.9926470588235294,0.9080882352941176,3.1033067142262176,6.563890971900786e-05,0.05365311398225672,0.7377451167387121,0.9705882352941176,0.058823529411764705,87.88411283493042,39.18026280403137
21,0.45544641158160043,7.838809260112398e-05,0.0006203241646289825,1.0767171382904053,0.9232827425003052,0.7879902895759133,0.9963235294117647,0.9154411764705882,3.0635735006893383,0.0004993012065396589,0.06131142027237836,0.7450980579151827,0.9558823529411765,0.029411764705882353,86.87930870056152,39.21160936355591
22,0.4363529822405647,0.0003228311372153899,0.0028237897683592405,1.0770660638809204,0.9229339361190796,0.8106618208043715,0.9779411764705882,0.8970588235294118,2.9814291561351105,0.0002126147532287766,0.06375366799971637,0.7696078805362477,0.9705882352941176,0.07352941176470588,88.03625106811523,39.12048292160034
23,0.42792923310223746,9.602413731901085e-05,0.0028030333273551043,1.0791667699813843,0.9208333492279053,0.8106617647058824,0.9889705882352942,0.9375,2.9893637264476105,0.0,0.033921403043410354,0.7426471149220186,1.0,0.10294117647058823,88.7499828338623,39.65917658805847
24,0.4110809774959789,0.00013746626620345255,0.0038240766700576335,1.0819483995437622,0.9180517792701721,0.8235293556662167,0.9889705882352942,0.9448529411764706,3.0103494980755974,0.00013351455495199736,0.03965443723341998,0.7426470588235294,0.9705882352941176,0.1323529411764706,87.32062196731567,39.66889810562134
25,0.4047442604513729,0.0003000951700789087,0.001630597364376573,1.086557388305664,0.9134427905082703,0.823529467863195,0.9889705882352942,0.9558823529411765,2.7521523868336395,0.0,0.06120299591737635,0.7818628198960248,1.0,0.058823529411764705,88.4979658126831,39.44018220901489
26,0.3725806404562557,8.738580543328734e-05,0.0020392298260155845,1.0808892250061035,0.9191109538078308,0.8492645936853745,0.9852941176470589,0.9117647058823529,2.820444668040556,0.0001761649379178005,0.06690982510061826,0.7769608217127183,0.9852941176470589,0.058823529411764705,89.31868743896484,39.23149919509888
27,0.37184743320240693,0.00018076535643023604,0.002553262254771064,1.081344485282898,0.9186553955078125,0.8480392343857709,0.9889705882352942,0.9264705882352942,2.8720494438620174,0.0,0.05085849060731776,0.7647059384514304,1.0,0.1323529411764706,88.03016686439514,39.17962956428528
28,0.3625003590303309,7.196037810953225e-05,0.003365032813128303,1.0885133743286133,0.9114866852760315,0.8529411764705882,0.9926470588235294,0.9522058823529411,2.678220636704389,0.0015217387939200683,0.07067883014678955,0.7696079366347369,0.9852941176470589,0.07352941176470588,88.30173802375793,39.469881772994995
29,0.32828866734224205,5.971443127183353e-05,0.0017537649940041935,1.084273099899292,0.9157267212867737,0.8823529972749597,0.9926470588235294,0.9264705882352942,2.5533664927763096,0.0008532123311477549,0.0664830909055822,0.7892157610724954,0.9852941176470589,0.058823529411764705,89.98444724082947,39.31814956665039
30,0.31540492001701803,0.00017168350956019233,0.0027212678071330577,1.0855203866958618,0.9144795536994934,0.8841912325690774,0.9816176470588235,0.9191176470588235,2.5541601742015168,0.00010960677172988653,0.08774359085980583,0.7892157610724954,0.9852941176470589,0.07352941176470588,88.80958795547485,39.34067630767822
31,0.31980079763075886,0.0005637450581964324,0.004664836999248056,1.0858290195465088,0.9141709804534912,0.8694852941176471,0.9779411764705882,0.9301470588235294,2.5617909150965072,0.0013599161277799046,0.07664213461034439,0.7794118208043715,0.9705882352941176,0.11764705882352941,87.88611602783203,39.14395713806152
32,0.2994035552529728,7.406473570667645e-05,0.0019457156167310826,1.0856298208236694,0.9143701195716858,0.8909313538495232,0.9926470588235294,0.9264705882352942,2.5446761636173023,0.0,0.06605118863722857,0.7941177031573128,1.0,0.10294117647058823,88.86340117454529,39.1461923122406
33,0.2772606681374943,0.0002437135314240175,0.0015419288812314764,1.0878454446792603,0.9121544361114502,0.9044117086073932,0.9816176470588235,0.9522058823529411,2.363855474135455,0.0,0.061247489031623394,0.8014706443337833,1.0,0.11764705882352941,89.97529888153076,39.384673833847046
34,0.2688322628245634,0.0001010345500510405,0.0014180236441247603,1.0868171453475952,0.9131829142570496,0.9099265266867245,0.9889705882352942,0.9632352941176471,2.3428582584156707,0.0,0.07458335511824664,0.7916667040656594,1.0,0.10294117647058823,87.77871608734131,39.535518646240234
35,0.2575372527627384,0.00020313279374557382,0.0018001314910019144,1.0837721824645996,0.9162278771400452,0.9129900651819566,0.9779411764705882,0.9264705882352942,2.374247607062845,0.0,0.09319943540236529,0.8088234733132755,1.0,0.07352941176470588,87.82451176643372,39.64609122276306
36,0.25290629443000345,0.00016022292787537854,0.00440916813471738,1.0869719982147217,0.9130280613899231,0.9087010551901424,0.9889705882352942,0.9522058823529411,2.2853985954733456,0.002207630040014491,0.06841324357425466,0.8014706443337833,0.9705882352941176,0.16176470588235295,87.9731674194336,39.1185462474823
37,0.23799691480748794,0.00023656875333365272,0.0010529721484464757,1.0853962898254395,0.9146036505699158,0.9240195891436409,0.9889705882352942,0.9522058823529411,2.298474031336167,0.0006142089910366956,0.09786318330203786,0.8039215873269474,0.9852941176470589,0.08823529411764706,87.77260422706604,39.335431814193726
38,0.2262724988600787,0.00014420365914702415,0.0005676945781006533,1.0879324674606323,0.9120675921440125,0.9258578805362477,0.9926470588235294,0.9669117647058824,2.3192490970387176,0.0004172900362926371,0.13719933173235724,0.8088234733132755,0.9558823529411765,0.08823529411764706,88.06157946586609,39.01035976409912
39,0.23351436502793255,0.0005114583627266042,0.004512301262687235,1.0855003595352173,0.9144996404647827,0.9289215873269474,0.9852941176470589,0.9485294117647058,2.2445093042710247,0.0,0.09338086492875043,0.8186274696798885,1.0,0.17647058823529413,87.65348434448242,39.899115800857544
40,0.2162958734175738,0.0004146133878213518,0.004583648460752824,1.0872520208358765,0.9127479195594788,0.9264707004322725,0.9816176470588235,0.9375,2.4850551380830654,0.0,0.06280920786016128,0.8014705882352942,1.0,0.23529411764705882,88.56375861167908,39.23000979423523
41,0.21356460627387552,0.00024751790196580044,0.003834517124821158,1.0846946239471436,0.9153053760528564,0.9270833520328298,0.9852941176470589,0.9522058823529411,2.2680094101849724,0.0013838630607899498,0.11683482282301959,0.8357842950259938,0.9558823529411765,0.16176470588235295,88.53161454200745,39.40443658828735
42,0.2027423522051643,0.00018060493611675853,0.0046804060830789454,1.0872139930725098,0.912786066532135,0.9344362932093003,0.9963235294117647,0.9632352941176471,2.0805390301872704,0.0,0.04885393731734332,0.8357842950259938,1.0,0.27941176470588236,90.03296637535095,39.38220572471619
43,0.19353802063885858,0.0,0.000774473390158485,1.0863139629364014,0.9136860966682434,0.9332108778112075,1.0,0.9632352941176471,2.239743849810432,0.0008801728048745324,0.13686170297510483,0.8308823529411765,0.9705882352941176,0.07352941176470588,88.04119086265564,39.28419852256775
44,0.17354941368103027,8.029698887292077e-05,0.0005460009526680497,1.0874967575073242,0.9125034213066101,0.9491422316607308,0.9889705882352942,0.9522058823529411,2.1665034574620865,0.0,0.09871369950911578,0.8333332959343406,1.0,0.08823529411764706,88.16096758842468,39.72542333602905
45,0.1703625707065358,0.00010074855869307237,0.0014689775074229522,1.0855309963226318,0.9144690036773682,0.9442403456744026,0.9963235294117647,0.9301470588235294,2.1309527228860294,0.0005619709434754708,0.08823021019206327,0.8284314099480125,0.9852941176470589,0.1323529411764706,88.1858127117157,39.22257900238037
46,0.16402210908777573,0.00019829575081958492,0.0005833138985668912,1.0858819484710693,0.9141180515289307,0.9546569375430837,0.9926470588235294,0.9411764705882353,2.455262128044577,0.0,0.05708250929327572,0.8333333520328298,1.0,0.25,88.69705152511597,39.28765344619751
47,0.16831650453455307,3.964070792255156e-05,0.0033795962877133314,1.0880835056304932,0.9119164943695068,0.9430147058823529,0.9963235294117647,0.9632352941176471,2.2181903614717373,4.746800165294724e-05,0.1359380273257985,0.8186274135813993,0.9852941176470589,0.08823529411764706,87.37465023994446,39.31058645248413
